ID,Country,Brand,Type,Package,Rating
1103,THA,Brand C,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,4
1104,KOR,Brand D,Potato Ramen,Pack,3.8
1105,DEU,Brand E,Soba Chili Noodles With JPNese Yakisoba Sauce,Cup,3.5
1106,IDN,Brand F,Multigrainz Noodles Spice Remix,Pack,3.3
1107,TWN,Brand G,Sichuan Spicy Flavor,Pack,5
1108,SWE,Brand A,Asia Snabbnudlar Kycklingsmak,Pack,3.3
1109,TWN,Brand B,Onion Oil & Shrimp Flavor,Pack,5
1110,USA,Brand C,Spicy Tonkotsu Noodle Soup,Pack,5
1111,MYS,Brand D,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,3.8
1112,HKG,Brand E,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,4
1113,JPN,Brand F,I Want To Eat Ramen' Shoyu Flavor,Pack,4
1114,CHN,Brand G,Mushroom Stew Chicken Ramen,Pack,3.5
1115,KOR,Brand A,Jjol Bibim Men,Pack,4
1116,USA,Brand B,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,3.5
1117,THA,Brand C,Tom Yam Flavour Instant Noodles,Pack,4
1118,THA,Brand D,Instant Noodles Moo Nam Tok Flavour,Pack,4
1119,DEU,Brand E,Instant Nudelsuppe Shrimp Flavour,Pack,3.5
1120,THA,Brand F,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,3.3
1121,THA,Brand A,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,4
1122,THA,Brand B,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,5
1123,THA,Brand C,Chicken Masala Flavour Instant Fried Noodles,Pack,3.8
1124,THA,Brand D,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,5
1125,THA,Brand E,Instant Cup Noodles Spicy Cheese Flavour,Cup,3.5
1126,DEU,Brand F,Oriental Style Instant Noodles Beef Flavour,Pack,3.3
1127,THA,Brand G,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,5
1128,THA,Brand A,Creamy Tom Yam Instant Noodles,Pack,4.5
1129,THA,Brand B,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,5
1130,DEU,Brand C,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,3.5
1131,MYS,Brand D,Penang White curry Noodle With Nanyang Chilli Paste,Pack,4.8
1132,USA,Brand E,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,3.5
1133,TWN,Brand F,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,2.3
1134,SGP,Brand G,Cup Noodles Black Pepper Crab Flavour,Cup,4
1135,SGP,Brand A,Premium Instant Noodles Spicy Beef Flavour,Pack,3.8
1136,SGP,Brand B,Cup Noodles Tom Yam Veg Flavour,Cup,4
1137,SGP,Brand C,Premium Instant Noodles Roasted Beef Flavour,Bowl,3.8
1138,SGP,Brand D,Chu Qian Yi Ding Sesame Oil Flavour,Pack,3.8
1139,SGP,Brand E,Cup Noodles Chicken Flavour,Cup,3.5
1140,SGP,Brand F,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,3.8
1141,SGP,Brand A,Cup Noodles Chilli Crab Flavour,Cup,4
1142,SGP,Brand B,JPNese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,5
1143,SGP,Brand C,Premium Instant Noodles Spicy Beef Flavour,Bowl,3.8
1144,SGP,Brand D,Cup Noodles Tom Yam Seafood Flavour,Cup,4
1145,SGP,Brand E,JPNese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,5
1146,SGP,Brand F,Cup Noodles Seafood Curry Flavour,Cup,4
1147,SGP,Brand G,Premium Instant Noodles Roasted Beef Flavour,Pack,4.3
1148,SGP,Brand A,Cup Noodles Cream Of Chicken Flavour,Cup,4
1149,JPN,Brand B,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,4.5
1150,MYS,Brand C,Penang Hokkien Prawn Noodle,Pack,5
1151,USA,Brand D,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,3.5
1152,USA,Brand E,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,4.3
1153,SGP,Brand F,2 Minute Noodles Tom Yam Flavour,Pack,3.5
1154,USA,Brand G,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,3.5
1155,TWN,Brand A,Dried Noodle With Beef Flavor Sauce,Pack,3
1156,MYS,Brand B,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,3.5
1157,JPN,Brand C,Old Style Miso Ramen,Pack,3.5
1158,HKG,Brand D,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,3
1159,CHN,Brand E,Rice Noodle Beef With Brown Sauce,Cup,3.5
1160,SGP,Brand F,2 Minute Noodles Assam Laksa Flavour,Pack,4
1161,MYS,Brand A,Hot Cup Perisa Kari,Cup,3.5
1162,SGP,Brand B,2 Minute Noodles Curry Flavour,Pack,3.8
1163,SGP,Brand C,Senses Laksa Instant Noodles,Pack,5
1164,SGP,Brand D,Extra Spicy Curry Instant Noodles,Pack,5
1165,KOR,Brand E,Buldak Bokkummyeon,Bowl,4
1166,COL,Brand F,Sabor A Gallina Fideos Con Instantanea,Pack,3.5
1167,JPN,Brand G,Chukazanmai Beijing Style Salt Ramen,Pack,3
1168,USA,Brand A,Miso Ramen,Bowl,3.8
1169,KOR,Brand B,Cheese Bokki,Bowl,4
1170,MYS,Brand C,Instant Penang White Curry Noodles,Pack,4.5
1171,UK,Brand D,Curry Flavour Instant Noodles,Pack,1.5
1172,VNM,Brand E,King Chef Seafood With Kimchi Flavour,Pack,3
1173,USA,Brand F,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,3
1174,CHN,Brand G,Korean Clay Pot Ramyun Noodle,Cup,2.8
1175,JPN,Brand A,I Want To Eat Ramen Shio,Pack,3.8
1176,VNM,Brand B,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,3.5
1177,KOR,Brand C,Ppushu Ppushu Grilled Chicken Flavor,Pack,1
1178,TWN,Brand D,Oat Noodle Abalone Flavored,Pack,1.8
1179,JPN,Brand E,Chukazanmai Szechuan Style Miso,Pack,2
1180,HKG,Brand F,Instant Rice Vermicelli Original Flavour,Pack,0.5
1181,KOR,Brand A,Cheese Ramyun (for US market),Pack,5
1182,TWN,Brand B,Curry La-Men,Pack,5
1183,HKG,Brand C,Non-Fried Ramen Noodles TWN Roast Pork Flavour,Pack,4
1184,TWN,Brand D,Prince Katsu Snack Noodles,Pack,4
1185,MYS,Brand E,Mi Segera Tom Yam Instant Noodles,Pack,3.3
1186,CHN,Brand F,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,3.5
1187,PHL,Brand G,Chicken Sopas Creamy Macaroni Soup,Cup,3.5
1188,USA,Brand A,Ramen House Thai Coconut Ramen,Pack,5
1189,IDN,Brand B,Spaghetti With Mushroom Sauce,Pack,3.8
1190,IDN,Brand C,Masala Dumdaar Noodles,Pack,3.8
1191,THA,Brand D,Instant Noodles Seafood Flavour,Cup,4
1192,UK,Brand E,Everyday Value Chicken & Mushroom Flavour,Cup,0.5
1193,IDN,Brand F,Spesial Rasa Kari Ayam Pedas,Pack,3.8
1194,JPN,Brand G,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,3.8
1195,KOR,Brand A,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,3.8
1196,VNM,Brand B,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,3.8
1197,SGP,Brand C,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,3
1198,TWN,Brand D,Steam Seafood Flavor Ramen,Pack,4
1199,JPN,Brand E,Baby Star Snack Noodle Yakisoba Flavor,Pack,4.8
1200,USA,Brand F,SGP Laksa Curry Soup Bowl,Bowl,4.3
1201,KOR,Brand A,Mild Kokomen (Prototype),Pack,4.5
1202,MYS,Brand B,Sajimee Curry Soup Flavour,Pack,4.3
1203,USA,Brand C,Miso Marvellous Soup,Pack,4
1204,PAK,Brand D,Shoop Instant Noodles Chicken Flavour,Pack,3.5
1205,IDN,Brand E,Mi Goreng Rasa Iga Penyet,Pack,4.8
1206,UK,Brand F,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,1.8
1207,KOR,Brand G,Barbecue Ramyun (Prototype),Pack,3.8
1208,JPN,Brand A,Red Pepper 7 Garlic Peperoncino,Pack,4
1209,JPN,Brand B,Sukiyaki Style Noodle Stew,Pack,4.5
1210,JPN,Brand C,Yaki-Udon Roast Soy Sauce,Pack,3.8
1211,JPN,Brand D,Hiyashi Udon Bonito Sauce,Pack,3
1212,JPN,Brand E,Futomen Yakisoba,Pack,4.8
1213,JPN,Brand F,Hiyashi Chuka Lemon Sauce,Pack,4.8
1214,JPN,Brand G,Curry Udon,Pack,5
1215,JPN,Brand A,Chanpon,Pack,3.8
1216,JPN,Brand B,Shio Yakisoba,Pack,4
1217,JPN,Brand C,Yakisoba,Pack,5
1218,JPN,Brand D,Yaki-Udon Mild Spicy Sauce,Pack,4.3
1219,JPN,Brand E,Katsuo Dashi Udon,Pack,3.8
1220,JPN,Brand F,Spaghetti Napolitan,Pack,4
1221,JPN,Brand A,Spicy Garlic Ramen,Pack,3.3
1222,UK,Brand B,Everyday Value Beef & Tomato Flavour Noodles,Cup,2
1223,KOR,Brand C,Nagasaki Jjamppong,Cup,3.8
1224,CAN,Brand D,Hearty Noodles Thai Flavour,Cup,0
1225,THA,Brand E,Oriental Style Instant 'Kua-Chap',Pack,3.3
1226,TWN,Brand F,Hello Kitty Za Jiang (Soybean Sauce),Pack,3.3
1227,DEU,Brand G,Soba Teriyaki Noodles With JPNese Yakisoba Sauce,Cup,3
1228,UK,Brand A,Instant Noodles Vegetable & Mushroom Flavour,Pack,1.5
1229,USA,Brand B,Sir Long Tang Creamy Beef Noodle Soup,Cup,4.3
1230,HKG,Brand C,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,3.5
1231,CHN,Brand D,Korean Style Stew Pork Flavour Noodle Soup,Bowl,1.8
1232,HKG,Brand E,Instant Noodle King Won Ton Flavor,Pack,2.8
1233,MYS,Brand F,Instant Noodles Curry Flavour,Pack,3.5
1234,MYS,Brand G,Chef Creamy Tom Yam Flavour,Pack,5
1235,MYS,Brand A,Monster BBQ Flavour Snack Noodles,Pack,3.8
1236,MYS,Brand B,Chef Curry Laksa Flavour,Cup,5
1237,MYS,Brand C,SLLRRRP! Asam Laksa,Pack,4
1238,MYS,Brand D,Mie Goreng IDN Spicy Sambal,Cup,5
1239,MYS,Brand E,Chef Spicy Chicken Shiitake Flavour,Pack,3.3
1240,MYS,Brand F,Instant Vermicelli Chicken Flavour,Pack,3.3
1241,MYS,Brand A,Chef Creamy Tom Yam Flavour,Cup,4.8
1242,MYS,Brand B,Instant Noodles Vegetarian Flavour,Pack,3.8
1243,MYS,Brand C,SLLRRRP! Kari Berapi,Pack,3.8
1244,MYS,Brand D,Monster Chicken Flavour Snack Noodles,Pack,4
1245,MYS,Brand E,Chef Curry Laksa Flavour,Pack,5
1246,MYS,Brand F,Mie Goreng IDN Original Flavour,Cup,4.5
1247,MYS,Brand G,Instant Vermicelli Tom Yam Flavour,Pack,3.8
1248,KOR,Brand A,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,4
1249,JPN,Brand B,Baby Star Ramen Round Consomme Mini,Pack,3.8
1250,USA,Brand C,Forbidden Rice Ramen,Pack,2.3
1251,USA,Brand D,Millet & Brown Rice Ramen,Pack,4
1252,USA,Brand E,Jade Pearl Rice Ramen,Pack,3.3
1253,MYS,Brand F,White Curry Noodle,Pack,4.5
1254,CAN,Brand G,Cuisine Adventures Chicken Pho Soup,Bowl,5
1255,IDN,Brand A,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,2.8
1256,THA,Brand B,Seaweed Instant Noodle,Tray,3.8
1257,UK,Brand C,Beef Ramen,Pack,1.5
1258,USA,Brand D,Chicken Ramen,Pack,4.3
1259,USA,Brand E,Shoyu Ramen,Pack,3.8
1260,USA,Brand F,Miso Ramen,Pack,4
1261,USA,Brand A,Curry Ramen,Pack,3.8
1262,USA,Brand B,Tom Yum Ramen,Pack,3.8
1263,USA,Brand C,Chicken Instant Noodle,Pack,3.8
1264,IDN,Brand D,Mushroom Instant Noodle,Pack,3.8
1265,JPN,Brand E,Beef and Mushroom Instant Noodle,Tray,5
1266,VNM,Brand F,Kimchi Ramen,Cup,1.3
1267,TWN,Brand G,Shoyu Ramen,Pack,3.8
1268,CHN,Brand A,Shoyu Ramen,Pack,3
1269,MYS,Brand B,Shoyu Ramen,Pack,3.8
1270,SGP,Brand C,Spicy Shrimp Tom Yam Flavour,Cup,3.3
1271,THA,Brand D,Instant Noodles Stewed Beef Flavour,Pack,3.5
1272,CHN,Brand E,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,2
1273,KOR,Brand F,Instant Noodle Udon Hot & Spicy,Pack,4
1274,JPN,Brand G,Fresh Chow Mein Noodles With Seasoning,Pack,3.8
1275,THA,Brand A,Instant Noodles Cup Seafood Flavour,Cup,3.8
1276,MYS,Brand B,Mi Segera Kari Ayam Instant Noodles,Pack,4.3
1277,JPN,Brand C,Spa Oh Tarako Spaghetti,Bowl,4
1278,TWN,Brand D,Little Prince Brand Snack Noodles Original Flavor,Pack,2.5
1279,KOR,Brand E,Japchae Vermicelli Noodle,Pack,2.8
1280,UK,Brand F,Chicken Flavour Instant Noodles,Pack,2.8
1281,KOR,Brand A,Korean Traditional Beef Gomtangmen,Pack,5
1282,IDN,Brand B,Green Barley Noodle Vegetable Soup,Pack,3.3
1283,JPN,Brand C,I Want To Eat Ramen Miso Flavor,Pack,3.8
1284,IDN,Brand D,Spesial Rasa Soto Ayam,Pack,4
1285,USA,Brand E,Rice Noodle Cart Thai Peanut,Tray,3
1286,THA,Brand F,Oriental Style Instant Noodles Seafood Flavour,Cup,3.8
1287,KOR,Brand G,Soon Veggie Noodle Soup,Pack,5
1288,JPN,Brand A,Cup Noodle Cheese Curry,Cup,3.8
1289,SGP,Brand B,Oriental Style Instant Noodles Tom Yam Flavour,Pack,2.5
1290,TWN,Brand C,Instant Noodle Original Flavor,Pack,3.8
1291,HKG,Brand D,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,4.8
1292,CAN,Brand E,Instant Noodles In A Cup Chicken Flavour,Cup,1.5
1293,THA,Brand F,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,5
1294,HKG,Brand G,Quick Serve Macaroni Shrimp Broth,Pack,3.3
1295,KOR,Brand A,Red Nagasaki Jjampong,Pack,5
1296,CAN,Brand B,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,1
1297,KOR,Brand C,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,4
1298,IDN,Brand D,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,3.3
1299,TWN,Brand E,Ramen With Pickled Mustard Flavor,Pack,3.5
1300,TWN,Brand F,Steam Mushroom Flavor Ramen,Pack,3.3
1301,THA,Brand A,Instant Noodles Chicken Flavour,Cup,3
1302,SGP,Brand B,Prawn Noodles,Pack,4.3
1303,COL,Brand C,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,3
1304,VNM,Brand D,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,3.3
1305,KOR,Brand E,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,4.5
1306,CHN,Brand F,Braised Beef Noodles,Pack,4
1307,HKG,Brand G,QQ Scallop Seafood Vermicelli,Bowl,3.8
1308,JPN,Brand A,Kumamoto Tonkotsu Ramen,Pack,5
1309,UK,Brand B,Super Noodles Roast Beef & Onion Flavour,Pack,3.3
1310,PHL,Brand C,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,3.3
1311,USA,Brand D,Rice Noodle Cart Sweet Citrus Ginger,Tray,4.3
1312,KOR,Brand E,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,4
1313,SGP,Brand F,Purple Wheat Noodles Aglio Olio,Pack,2.8
1314,JPN,Brand G,Jet Black Sesame Oil Pork Tonkotsu,Bowl,2.3
1315,TWN,Brand A,Instant Noodle Udon Hot & Spicy,Pack,5
1316,UK,Brand B,Fresh Chow Mein Noodles With Seasoning,Pack,3.5
1317,KOR,Brand C,Instant Noodles Cup Seafood Flavour,Pack,3.3
1318,VNM,Brand D,Mi Segera Kari Ayam Instant Noodles,Pack,2
1319,MYS,Brand E,Spa Oh Tarako Spaghetti,Pack,4.3
1320,TWN,Brand F,Little Prince Brand Snack Noodles Original Flavor,Pack,4.5
1321,TWN,Brand A,Japchae Vermicelli Noodle,Pack,3.8
1322,UK,Brand B,Chicken Flavour Instant Noodles,Pack,3.3
1323,KOR,Brand C,Korean Traditional Beef Gomtangmen,Pack,3.5
1324,SGP,Brand D,Green Barley Noodle Vegetable Soup,Pack,5
1325,UK,Brand E,I Want To Eat Ramen Miso Flavor,Pack,5
1326,HKG,Brand F,Spesial Rasa Soto Ayam,Pack,2.5
1327,TWN,Brand G,Rice Noodle Cart Thai Peanut,Pack,3.3
1328,IDN,Brand A,Oriental Style Instant Noodles Seafood Flavour,Cup,3.8
1329,IDN,Brand B,Soon Veggie Noodle Soup,Cup,4
1330,IDN,Brand C,Cup Noodle Cheese Curry,Cup,3.8
1331,IDN,Brand D,Oriental Style Instant Noodles Tom Yam Flavour,Cup,4.3
1332,JPN,Brand E,Instant Noodle Original Flavor,Cup,4.3
1333,IDN,Brand F,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Cup,3.8
1334,IDN,Brand G,Instant Noodles In A Cup Chicken Flavour,Cup,3.8
1335,IDN,Brand A,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,5
1336,IDN,Brand B,Quick Serve Macaroni Shrimp Broth,Cup,3.8
1337,IDN,Brand C,Red Nagasaki Jjampong,Pack,4.5
1338,IDN,Brand D,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,4
1339,IDN,Brand E,Lightning Beef Bone Tteokguk Rice Cake Soup,Cup,4.3
1340,THA,Brand F,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Cup,3.3
1341,HKG,Brand A,Ramen With Pickled Mustard Flavor,Bowl,2.8
1342,USA,Brand B,Steam Mushroom Flavor Ramen,Tray,3.8
1343,UK,Brand C,Instant Noodles Chicken Flavour,Pack,2.3
1344,THA,Brand D,Prawn Noodles,Pack,3.5
1345,KOR,Brand E,Cup Noodles Sabor A Carne Sopa Con Fideos,Bowl,3.8
1346,COL,Brand F,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,2.8
1347,TWN,Brand G,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Pack,4
1348,JPN,Brand A,Braised Beef Noodles,Pack,4
1349,USA,Brand B,QQ Scallop Seafood Vermicelli,Pack,4
1350,HKG,Brand C,Kumamoto Tonkotsu Ramen,Pack,3.5
1351,CHN,Brand D,Super Noodles Roast Beef & Onion Flavour,Pack,3.8
1352,HKG,Brand E,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,1.8
1353,USA,Brand F,Garlic Chili Instant Rice Noodles & Sauce,Tray,4
1354,JPN,Brand G,Donbei Kansai Soy Sauce Flavor Udon,Pack,3.8
1355,MYS,Brand A,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,4
1356,IDN,Brand B,Rasa Ayam Spesial,Pack,4
1357,JPN,Brand C,Sesame Ramen,Pack,5
1358,THA,Brand D,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,3.5
1359,KOR,Brand E,Dare You Habanero Ramyun,Cup,3.3
1360,HKG,Brand F,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,3.8
1361,UK,Brand A,Barbecue Beef Flavour Instant Noodles,Pack,2.8
1362,COL,Brand B,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,3.3
1363,IDN,Brand C,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,3.3
1364,TWN,Brand D,Instant Noodle Shallot Flavor,Pack,3.8
1365,MYS,Brand E,Sajimee Original Soto Soup Flavor,Pack,4
1366,JPN,Brand F,Tonkotsu Ramen MEGA Dragon,Pack,2.5
1367,JPN,Brand G,Seimen JPNese Instant Ramen Noodles Shio Aji,Pack,3.8
1368,CAN,Brand A,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,0.5
1369,CHN,Brand B,Artificial Braised Beef Flavor Instant Noodle,Bowl,3.8
1370,USA,Brand C,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,3.8
1371,KOR,Brand D,Premium Noodle House Seafood Ramyun,Pack,4
1372,MYS,Brand E,Instant Noodles Prawn Oriental Flavour,Pack,2.5
1373,DEU,Brand F,Soba Classic Noodles With JPNese Yakisoba Sauce,Cup,3.8
1374,IDN,Brand G,Selera Pedas Hot Semur Chicken Flavour,Pack,4.5
1375,JPN,Brand A,Ultraman Instant Noodle Pork Flavour,Cup,3
1376,JPN,Brand B,Mini Instant Noodle Spicy Flavor,Pack,3.5
1377,CHN,Brand C,Ho Fan Beef Soup Flavored,Pack,3.8
1378,HKG,Brand D,Hello Kitty Dim Sum Noodle JPNese Curry Flavour,Cup,3.5
1379,UK,Brand E,Super Low Fat Noodles Chilli Chicken Flavour,Pack,1
1380,IDN,Brand F,Mi Instan Cup Milk Chicken Soup,Cup,4.8
1381,IDN,Brand A,Rendang Beef Flavour Fried Instant Noodle,Cup,5
1382,CHN,Brand B,Hot -Dry Instant Noodles Chilli Flavour,Tray,0.5
1383,THA,Brand C,Instant Noodles Tom Yum Flavour,Pack,3.5
1384,HKG,Brand D,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,3
1385,TWN,Brand E,Hell Spicy Mala,Pack,4
1386,UK,Brand F,Instant Noodle Udon Hot & Spicy,Pack,3.3
1387,CHN,Brand G,Fresh Chow Mein Noodles With Seasoning,Pack,3.5
1388,JPN,Brand A,Instant Noodles Cup Seafood Flavour,Bowl,5
1389,TWN,Brand B,Mi Segera Kari Ayam Instant Noodles,Pack,1
1390,THA,Brand C,Spa Oh Tarako Spaghetti,Pack,3.5
1391,COL,Brand D,Little Prince Brand Snack Noodles Original Flavor,Cup,3.5
1392,IDN,Brand E,Japchae Vermicelli Noodle,Pack,3.5
1393,JPN,Brand F,Chicken Flavour Instant Noodles,Pack,3.3
1394,TWN,Brand G,Korean Traditional Beef Gomtangmen,Pack,4.3
1395,JPN,Brand A,Green Barley Noodle Vegetable Soup,Pack,3.8
1396,THA,Brand B,I Want To Eat Ramen Miso Flavor,Pack,3.8
1397,KOR,Brand C,Spesial Rasa Soto Ayam,Pack,5
1398,JPN,Brand D,Rice Noodle Cart Thai Peanut,Cup,4.5
1399,USA,Brand E,Oriental Style Instant Noodles Seafood Flavour,Bowl,3.5
1400,MYS,Brand F,Soon Veggie Noodle Soup,Pack,2.5
1401,KOR,Brand A,Cup Noodle Cheese Curry,Bowl,4
1402,DEU,Brand B,Oriental Style Instant Noodles Tom Yam Flavour,Cup,3.8
1403,TWN,Brand C,Instant Noodle Original Flavor,Pack,3.8
1404,IDN,Brand D,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,4
1405,JPN,Brand E,Instant Noodles In A Cup Chicken Flavour,Bowl,3.8
1406,JPN,Brand F,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Bowl,5
1407,CHN,Brand G,Quick Serve Macaroni Shrimp Broth,Cup,3
1408,KOR,Brand A,Red Nagasaki Jjampong,Cup,3.5
1409,COL,Brand B,Noodles In A Cup Spicy Chicken Simulated Flavour,Pack,3.8
1410,UK,Brand C,Lightning Beef Bone Tteokguk Rice Cake Soup,Pack,3.3
1411,JPN,Brand D,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Cup,3.5
1412,KOR,Brand E,Ramen With Pickled Mustard Flavor,Pack,5
1413,UK,Brand F,Steam Mushroom Flavor Ramen,Pack,3.8
1414,KOR,Brand G,Instant Noodles Chicken Flavour,Pack,4
1415,TWN,Brand A,Prawn Noodles,Pack,3.8
1416,JPN,Brand B,Cup Noodles Sabor A Carne Sopa Con Fideos,Pack,4.3
1417,USA,Brand C,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,5
1418,IDN,Brand D,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Pack,4
1419,JPN,Brand E,Braised Beef Noodles,Pack,3.5
1420,IDN,Brand F,QQ Scallop Seafood Vermicelli,Pack,4.3
1421,JPN,Brand A,Kumamoto Tonkotsu Ramen,Pack,4
1422,IDN,Brand B,Super Noodles Roast Beef & Onion Flavour,Pack,3.5
1423,USA,Brand C,Seaweed Ramen Made With Organic Noodles,Pack,2.8
1424,UK,Brand D,Traveller's Choice IDNn Tikka Masala Flavour,Pack,3
1425,JPN,Brand E,Jan Jan Yakisoba,Cup,3.8
1426,CAN,Brand F,Noodles In A Cup Beef Simulated Flavour,Cup,1.8
1427,JPN,Brand G,Donbei Curry Udon (West JPNese),Bowl,3.3
1428,UK,Brand A,Miso Ramen,Cup,3.8
1429,TWN,Brand B,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,5
1430,USA,Brand C,Chow Mein With Shrimp Chow Mein Noodles,Tray,3.8
1431,CAN,Brand D,Bowl Chicken Simulated Flavour,Bowl,2
1432,CHN,Brand E,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,3.3
1433,JPN,Brand F,Chanpon Ramen,Pack,4.8
1434,IDN,Brand G,100 Green Chilli Soto Flavour,Pack,3.8
1435,KOR,Brand A,Chacharoni,Pack,3.8
1436,JPN,Brand B,Yakisoba,Tray,5
1437,HKG,Brand C,Demae Iccho XO Sauce Seafood Flavour,Bowl,4
1438,UK,Brand D,The Nation's Noodle Beef & Tomato Flavour,Cup,4.3
1439,VNM,Brand E,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,3.8
1440,USA,Brand F,Savory Ramen ,Bar,5
1441,CHN,Brand A,Korean Style Shrimp Flavour Cooking Noodle,Pack,3.5
1442,TWN,Brand B,Spicy Flavor Tomato Ramen,Pack,4
1443,JPN,Brand C,Tomato & Basil Shio Ramen,Pack,4
1444,NPL,Brand D,Fatafat Vegetable Flavor,Pack,3.8
1445,NPL,Brand E,Krrish Instant Noodles Chicken Flavor,Pack,3.5
1446,NPL,Brand F,Preeti Instant Noodles Chicken Soup Base,Pack,3.5
1447,NPL,Brand G,Miteri Instant Noodles Vegetable Flavor,Pack,3.5
1448,NPL,Brand A,Rumpum Chicken Soup Base,Pack,3.5
1449,NPL,Brand B,2pm Precooked Noodles Chicken Curry Delight,Pack,3.5
1450,NPL,Brand C,Fatafat Chicken Flavor,Pack,3.8
1451,NPL,Brand D,Krrish Instant Noodles Vegetable Curry Flavor,Pack,3.5
1452,NPL,Brand E,Rumpum Vegetable Soup Base,Pack,4.3
1453,NPL,Brand F,Miteri Instant Noodles Chicken Flavor,Pack,4
1454,NPL,Brand G,Joker Ready To Eat Noodles,Pack,3.3
1455,NPL,Brand A,Preeti Instant Noodles Veg Soup Base,Pack,5
1456,NPL,Brand B,Gaurav Chicken Seasoning,Pack,3.8
1457,JPN,Brand C,Downtown Ramen Shop Shoyu,Pack,4.8
1458,SGP,Brand D,Oriental Style Instant Noodles Crab Flavour,Pack,3.8
1459,JPN,Brand E,Yakisoba,Pack,5
1460,IDN,Brand F,Instant Noodle Beef & Lime Flavour,Pack,4.3
